# ITEMS DICTIONARY for ChatShop
#
# This file defines ChatShop's understanding of Minecraft items.
# Items not defined here will not be understood by ChatShop, which will
# flatly refuse to interact with them.
#
# ChatShop does not support non-vanilla items.
#
# FORMAT:
# ID[:DMG],real_minecraft_name   ,Alias[,Alias 2[,Alias 3[,...]]]   !FLAG[!FLAG[!FLAG[...]]]
# "minecraft:" omitted from all real_minecraft_names.
#
# ChatShop can query items by ID, ID:DMG, real_minecrat_name, or Alias.
#
# ALIASES:
# All references (in chat output) to items will be resolved to the first alias unless
# a !DISPLAY flag is present. Aliases which contain spaces will be logged twice; once with
# all spaces removed, and once with all spaces replaced by underscores.
#
# The !S flag is not yet implemented.
#
# Allowed flags:
#  !BAN           Items with this flag will be completely ignored. ChatShop will thusly refuse to
#                       interact with them at all. It is advised that you ban items rather than
#                       delete them, in the interest of maintaining a complete dictionary.
#
#  !DISPLAY-"..." The shop will use the specified display name instead of the first Alias, but will recognize both.
#
#  !S             The shop will not allow "s" forgiveness for this item.
#                       This flag is not yet implemented.
#

383:90,spawn_egg                   ,Spawn Pig                           !BAN
383:91,spawn_egg                   ,Spawn Sheep                         !BAN
383:92,spawn_egg                   ,Spawn Cow                           !BAN
383:93,spawn_egg                   ,Spawn Chicken                       !BAN
383:94,spawn_egg                   ,Spawn Squid                         !BAN
383:95,spawn_egg                   ,Spawn Wolf                          !BAN
383:96,spawn_egg                   ,Spawn Mooshroom                     !BAN
383:98,spawn_egg                   ,Spawn Ocelot                        !BAN
383:100,spawn_egg                  ,Spawn Horse                         !BAN
383:101,spawn_egg                  ,Spawn Rabbit                        !BAN
383:102,spawn_egg                  ,Spawn Polar Bear                    !BAN
383:103,spawn_egg                  ,Spawn Llama                         !BAN
383:120,spawn_egg                  ,Spawn Villager                      !BAN
384,experience_bottle              ,Bottle o' Enchanting                !BAN
385,fire_charge                    ,Fire Charge                         !BAN
386,writable_book                  ,Book and Quill
387,written_book                   ,Written Book                        !BAN
388,emerald                        ,Emerald
389,item_frame                     ,Item Frame
390,flower_pot                     ,Flower Pot
391,carrot                         ,Carrot
392,potato                         ,Potato
393,baked_potato                   ,Baked Potato
394,poisonous_potato               ,Poisonous Potato
395,map                            ,Empty Map,map
396,golden_carrot                  ,Golden Carrot
397,skull                          ,Mob Head (Skeleton),skeletonhead
397:1,skull                        ,Mob Head (Wither Skeleton),witherhead,witherskull
397:2,skull                        ,Mob Head (Zombie),zombiehead
397:3,skull                        ,Mob Head (Human)                    !BAN
397:4,skull                        ,Mob Head (Creeper),creeperhead
397:5,skull                        ,Mob Head (Dragon),dragonhead
398,carrot_on_a_stick              ,Carrot on a Stick
399,nether_star                    ,Nether Star
400,pumpkin_pie                    ,Pumpkin Pie
401,fireworks                      ,Firework Rocket
402,firework_charge                ,Firework Star
403,enchanted_book                 ,Enchanted Book
404,comparator                     ,Redstone Comparator
405,netherbrick                    ,Nether Brick
406,quartz                         ,Nether Quartz
407,tnt_minecart                   ,Minecart with TNT                   !BAN
408,hopper_minecart                ,Minecart with Hopper
409,prismarine_shard               ,Prismarine Shard
410,prismarine_crystals            ,Prismarine Crystals
411,rabbit                         ,Raw Rabbit
412,cooked_rabbit                  ,Cooked Rabbit
413,rabbit_stew                    ,Rabbit Stew
414,rabbit_foot                    ,Rabbit's Foot
415,rabbit_hide                    ,Rabbit Hide
416,armor_stand                    ,Armor Stand
417,iron_horse_armor               ,Iron Horse Armor
418,golden_horse_armor             ,Golden Horse Armor
419,diamond_horse_armor            ,Diamond Horse Armor
420,lead                           ,Lead
421,name_tag                       ,Name Tag
422,command_block_minecart         ,Minecart with Command Block         !BAN
423,mutton                         ,Raw Mutton
424,cooked_mutton                  ,Cooked Mutton
425,banner                         ,Banner
427,spruce_door                    ,Spruce Door
428,birch_door                     ,Birch Door
429,jungle_door                    ,Jungle Door
430,acacia_door                    ,Acacia Door
431,dark_oak_door                  ,Dark Oak Door
432,chorus_fruit                   ,Chorus Fruit
433,popped_chorus_fruit            ,Popped Chorus Fruit
434,beetroot                       ,Beetroot
435,beetroot_seeds                 ,Beetroot Seeds
436,beetroot_soup                  ,Beetroot Soup
437,dragon_breath                  ,Dragon's Breath
438,splash_potion                  ,Splash Potion                       !BAN
439,spectral_arrow                 ,Spectral Arrow
440,tipped_arrow                   ,Tipped Arrow
441,lingering_potion               ,Lingering Potion
442,shield                         ,Shield
443,elytra                         ,Elytra
444,spruce_boat                    ,Spruce Boat
445,birch_boat                     ,Birch Boat
446,jungle_boat                    ,Jungle Boat
447,acacia_boat                    ,Acacia Boat
448,dark_oak_boat                  ,Dark Oak Boat
449,totem_of_undying               ,Totem of Undying
450,shulker_shell                  ,Shulker Shell
452,iron_nugget                    ,Iron Nugget
2256,record_13                     ,13 Disc
2257,record_cat                    ,Cat Disc
2258,record_blocks                 ,Blocks Disc
2259,record_chirp                  ,Chirp Disc
2260,record_far                    ,Far Disc
2261,record_mall                   ,Mall Disc
2262,record_mellohi                ,Mellohi Disc
2263,record_stal                   ,Stal Disc
2264,record_strad                  ,Strad Disc
2265,record_ward                   ,Ward Disc
2266,record_11                     ,11 Disc
2267,record_wait                   ,Wait Disc
